country,weight,dem_satisfied,press_freedom_imp,econ_good,religion_important,age_group,gender
Canada,1.5552670299783264,1,1,0,1,30–49,Male
Canada,1.2020688731983342,NA,1,0,0,18–29,Male
Canada,0.8457973644009028,1,1,0,1,50–64,Female
Canada,1.7069121012315243,1,1,0,1,50–64,Female
Canada,1.256067296805923,1,1,1,1,65+,Female
Canada,0.4425328380450428,1,1,NA,0,65+,Male
Canada,0.32162671626505945,0,1,0,1,65+,Female
Canada,0.3458364121581076,0,1,0,0,65+,Female
Canada,0.614671567809569,0,1,0,1,18–29,Male
Canada,1.1788793895433858,0,1,0,1,50–64,Female
Canada,0.2586257572653976,1,1,1,0,65+,Male
Canada,0.8520780773054397,1,1,0,1,65+,Female
Canada,1.406256442152467,0,1,0,1,50–64,Female
Canada,0.4687826387383661,1,0,1,1,65+,Female
Canada,0.33707181438961387,1,0,0,0,65+,Male
Canada,1.2724895474360594,0,1,0,0,18–29,Male
Canada,0.3745941503543139,0,1,0,0,65+,Male
Canada,0.2586257572653976,1,1,1,0,30–49,Male
Canada,1.2676706738541412,1,1,0,0,50–64,Female
Canada,0.6961744817527583,1,1,1,1,50–64,Female
Canada,0.9870570357179722,0,1,0,1,18–29,Male
Canada,2.2405816989931497,0,1,0,1,65+,Female
Canada,0.2978534644855692,1,1,0,0,30–49,Male
Canada,0.48143957613620253,0,1,0,0,18–29,Male
Canada,0.2905688242320123,0,1,0,1,65+,Male
Canada,0.6775728248744747,1,1,0,1,65+,Female
Canada,0.3045591366895897,0,1,1,1,65+,Female
Canada,0.28337633330393946,0,1,1,0,18–29,Male
Canada,0.4448970158352401,1,1,0,0,65+,Female
Canada,0.2586257572653976,1,1,1,0,65+,Male
Canada,0.4448970158352401,1,1,1,0,50–64,Female
Canada,0.2586257572653976,1,1,1,1,65+,Male
Canada,0.42496637104414786,1,1,0,0,65+,Female
Canada,0.4448970158352401,1,1,1,1,65+,Female
Canada,0.6749480122166265,1,1,1,1,65+,Male
Canada,0.7680004095496669,1,1,0,0,65+,Male
Canada,0.2759781583187866,1,1,1,1,65+,Male
Canada,0.6941097100880104,0,1,0,0,50–64,Male
Canada,1.5473701059064737,0,1,0,0,65+,Female
Canada,1.3064018525180863,0,1,0,0,18–29,Male
Canada,0.3061688779882301,1,1,0,1,65+,Male
Canada,0.47972846936828367,1,1,1,0,65+,Male
Canada,1.0023599056416372,1,1,1,1,50–64,Male
Canada,0.516098878606357,0,1,0,0,65+,Female
Canada,0.5551003080920238,0,1,0,1,65+,Male
Canada,0.26778779668223257,0,1,NA,0,65+,Male
Canada,0.2586257572653976,1,1,1,0,65+,Male
Canada,0.31943752478365395,0,1,0,0,65+,Male
Canada,0.2995800657975526,1,1,0,0,65+,Female
Canada,0.9452240578078517,1,1,NA,NA,18–29,Male
Canada,0.975517880704439,1,1,0,1,65+,Female
Canada,1.0405415126166166,1,1,1,0,65+,Male
Canada,0.7326701907917621,1,1,1,0,50–64,Female
Canada,0.34479007523333294,0,1,0,1,50–64,Female
Canada,0.5735502426402799,1,1,1,1,65+,Female
Canada,0.49505334950157803,0,1,0,1,65+,Female
Canada,0.3799855607168166,0,0,1,0,65+,Male
Canada,0.9730558937908044,0,1,0,1,65+,Female
Canada,2.4325693241470625,1,1,1,0,65+,Female
Canada,2.0088194991550514,0,1,0,1,65+,Female
Canada,0.5184564925034584,1,1,1,0,65+,Male
Canada,0.7326701907917621,0,1,0,0,65+,Female
Canada,0.2680396404326985,0,1,1,0,65+,Male
Canada,0.2995800657975526,1,1,0,1,65+,Female
Canada,0.3926316893479815,0,1,1,0,65+,Male
Canada,1.033429368318385,1,1,1,1,65+,Female
Canada,0.6126500142242781,1,1,1,1,50–64,Female
Canada,0.7345239634611946,1,1,1,0,65+,Female
Canada,0.4449995083624077,1,1,1,0,50–64,Male
Canada,0.6775728248744747,1,1,0,1,50–64,Female
Canada,0.27635219755393686,1,1,1,0,65+,Female
Canada,0.6707424656398983,1,1,0,1,30–49,Female
Canada,0.2586257572653976,1,1,1,0,65+,Male
Canada,0.712429793567728,1,1,1,0,50–64,Male
Canada,0.45468185540301037,1,1,1,0,50–64,Male
Canada,2.4325693241470625,1,NA,1,1,50–64,Female
Canada,0.2586257572653976,1,1,0,0,65+,Female
Canada,1.0880656581969204,1,1,1,1,65+,Female
Canada,0.2586257572653976,0,1,0,0,65+,Male
Canada,1.1464817074858593,1,1,0,1,65+,Female
Canada,0.9626721453330416,1,1,1,0,65+,Male
Canada,0.26778779668223257,0,1,1,0,50–64,Male
Canada,0.791817958562978,0,1,0,1,65+,Female
Canada,1.2932681850242758,1,1,1,1,65+,Female
Canada,0.6011679586581792,1,1,1,1,65+,Female
Canada,0.7062052472679979,0,1,0,1,30–49,Male
Canada,0.5509028241623489,1,1,0,0,65+,Female
Canada,0.4448970158352401,0,1,0,1,65+,Female
Canada,0.41040203287204713,0,1,0,1,50–64,Female
Canada,0.849927624589795,0,1,0,0,65+,Female
Canada,0.27635219755393686,0,1,0,0,65+,Female
Canada,0.6571917211220117,1,1,1,0,65+,Male
Canada,0.3336701920679856,0,1,0,1,65+,Female
Canada,0.6961744817527583,0,1,1,0,65+,Female
Canada,0.2586257572653976,1,1,0,1,65+,Male
Canada,0.9626721453330416,0,1,0,0,50–64,Male
Canada,0.3045591366895897,1,0,1,1,65+,Female
Canada,0.2905688242320123,1,1,1,NA,65+,Male
Canada,0.4448970158352401,0,1,1,0,65+,Female
Canada,0.47032727055215084,1,1,0,1,30–49,Male
Canada,0.47972846936828367,0,1,0,1,65+,Male
Canada,0.681349603977138,1,1,1,1,50–64,Female
Canada,1.2622010174450764,0,1,0,1,65+,Female
Canada,0.8479373668982206,0,1,0,0,50–64,Female
Canada,0.7345239634611946,1,1,0,1,50–64,Female
Canada,0.2586257572653976,1,1,1,1,65+,Female
Canada,0.6758627840224595,0,1,0,1,50–64,Female
Canada,0.6749480122166265,NA,1,1,0,50–64,Male
Canada,0.637125162733314,1,0,1,0,65+,Male
Canada,0.6787966622035231,0,1,0,0,65+,Male
Canada,1.1788793895433858,0,1,0,1,50–64,Female
Canada,0.47972846936828367,0,1,0,0,65+,Male
Canada,0.6355172026497287,0,1,0,0,50–64,Male
Canada,0.3336701920679856,1,1,0,1,65+,Female
Canada,0.637125162733314,0,1,0,1,50–64,Male
Canada,0.6941097100880104,1,1,1,0,50–64,Male
Canada,0.5538004413435949,1,1,0,0,65+,Male
Canada,0.2586257572653976,1,1,1,0,30–49,Male
Canada,0.40480814705418006,1,1,1,0,65+,Female
Canada,0.3253986152719402,0,1,0,0,30–49,Male
Canada,0.49168370848370646,1,1,0,0,50–64,Male
Canada,0.2586257572653976,0,1,1,0,65+,Male
Canada,0.3045591366895897,0,1,0,1,65+,Female
Canada,1.4702508386042963,0,1,0,NA,65+,Female
Canada,0.44875842572401864,0,1,1,1,65+,Male
Canada,0.5485138187309999,0,1,1,0,30–49,Female
Canada,0.9925269354088226,1,1,0,0,65+,Female
Canada,0.9313735381951618,1,1,1,1,65+,Female
Canada,1.349896024433253,0,1,0,1,65+,Male
Canada,1.5732140022067003,1,NA,1,1,30–49,Female
Canada,0.38516586873049036,1,1,0,0,30–49,Male
Canada,0.34752522608107095,1,1,0,0,50–64,Female
Canada,0.7106317815954812,1,1,0,0,65+,Male
Canada,0.2680396404326985,1,1,1,1,65+,Male
Canada,0.6758627840224595,0,0,0,0,65+,Female
Canada,0.48081312884960037,1,1,0,0,65+,Female
Canada,0.2586257572653976,1,1,0,1,65+,Female
Canada,0.7326701907917621,1,0,1,1,65+,Female
Canada,0.2586257572653976,1,1,0,0,65+,Female
Canada,0.4279378791243439,0,1,0,1,65+,Male
Canada,1.003702749464267,1,1,1,0,65+,Female
Canada,0.27635219755393686,0,1,0,1,50–64,Female
Canada,1.033429368318385,1,1,0,1,65+,Female
Canada,0.2586257572653976,1,1,0,0,65+,Female
Canada,0.7335297944843436,0,1,1,0,65+,Male
Canada,0.849927624589795,1,1,1,0,65+,Female
Canada,0.2760925435200441,1,1,1,1,65+,Female
Canada,0.2995800657975526,1,1,0,1,65+,Female
Canada,0.4687826387383661,0,1,0,0,65+,Female
Canada,0.9730558937908044,0,1,0,0,65+,Female
Canada,0.2891076906322613,0,1,0,0,65+,Male
Canada,0.2586257572653976,0,1,0,1,65+,Female
Canada,0.8457973644009028,0,1,0,1,65+,Female
Canada,1.2592453477967394,1,1,1,0,65+,Female
Canada,0.5485138187309999,1,1,0,0,30–49,Female
Canada,0.9032165382146358,0,1,0,1,30–49,Male
Canada,0.6555331175749574,0,1,1,0,65+,Male
Canada,0.7680004095496669,0,1,0,1,65+,Male
Canada,0.2586257572653976,0,1,0,0,30–49,Male
Canada,0.45229127878662173,1,0,1,0,65+,Female
Canada,0.2586257572653976,1,1,1,0,65+,Male
Canada,1.1759041640890733,0,1,NA,1,50–64,Female
Canada,0.7106317815954812,0,1,1,0,65+,Male
Canada,0.8457973644009028,0,1,0,1,50–64,Female
Canada,1.0627683114202375,0,0,0,0,50–64,Female
Canada,0.2905688242320123,0,1,1,0,65+,Male
Canada,1.4633570617459626,0,0,1,0,65+,Male
Canada,0.37078404724979125,0,1,0,1,30–49,Female
Canada,0.29370922022605334,0,1,0,1,30–49,Female
Canada,0.32376487962426315,1,1,0,0,65+,Female
Canada,0.7168372615293449,1,1,1,1,30–49,Female
Canada,1.003702749464267,0,1,0,1,65+,Female
Canada,0.5110118551574127,0,1,0,0,30–49,Female
Canada,0.6758627840224595,0,1,0,0,65+,Female
Canada,0.2890411031927709,1,1,1,0,65+,Female
Canada,0.3061688779882301,0,1,0,0,65+,Male
Canada,0.4414159850609297,0,1,1,0,65+,Male
Canada,0.2890411031927709,1,1,1,1,65+,Female
Canada,0.6973361537821452,1,1,1,1,30–49,Female
Canada,0.3458364121581076,1,1,1,1,65+,Female
Canada,1.440090025290001,1,1,0,0,50–64,Female
Canada,1.1788793895433858,0,1,0,1,65+,Female
Canada,0.7680004095496669,0,1,0,1,65+,Male
Canada,0.47283993671287167,0,1,0,0,30–49,Female
Canada,1.0415859496353448,0,1,0,1,30–49,Female
Canada,0.6787966622035231,0,1,1,0,50–64,Male
Canada,0.2995800657975526,1,1,1,0,65+,Female
Canada,0.2586257572653976,1,1,1,0,65+,Male
Canada,1.4219514861724214,0,1,1,1,65+,Female
Canada,0.6571917211220117,0,1,1,0,65+,Male
Canada,0.2586257572653976,0,1,1,0,50–64,Male
Canada,0.7795049169914968,0,1,0,1,18–29,Female
Canada,0.3470548550440052,1,1,1,0,65+,Male
Canada,2.2405816989931497,0,1,0,0,65+,Female
Canada,1.0880656581969204,0,1,0,1,65+,Female
Canada,1.0880656581969204,0,NA,1,1,50–64,Female
Canada,1.006242277820375,0,1,0,0,50–64,Female
Canada,0.2586257572653976,1,1,1,0,30–49,Male
Canada,2.427042599073719,0,1,0,1,30–49,Female
Canada,1.2762709873033817,1,1,1,1,65+,Male
Canada,1.1674724429302221,1,1,0,0,50–64,Female
Canada,1.0022676856314432,1,1,0,1,50–64,Female
Canada,1.5971683348178936,1,1,0,1,50–64,Male
Canada,0.8586113384200291,1,1,1,0,30–49,Female
Canada,1.7142562667040604,0,1,0,1,18–29,Male
Canada,0.553228439389457,0,1,1,1,30–49,Male
Canada,2.4325693241470625,1,1,1,0,50–64,Female
Canada,1.2341789185799366,0,1,0,1,50–64,Male
Canada,0.36660631566997964,1,1,0,1,50–64,Male
Canada,0.7769484610583346,1,1,0,1,65+,Male
Canada,0.3523732134667595,1,1,0,1,65+,Male
Canada,0.9182585134132671,0,1,0,0,30–49,Female
Canada,1.502354916083575,1,1,1,1,30–49,Female
Canada,1.0590922341127393,1,1,0,0,18–29,Male
Canada,1.593137442491908,0,1,0,1,65+,Male
Canada,0.5205348843217884,1,1,1,NA,65+,Male
Canada,0.449792702869248,1,1,1,0,30–49,Male
Canada,0.550477920613309,1,1,1,1,30–49,Male
Canada,1.2407986036786132,1,1,1,1,30–49,Female
Canada,1.2200191525938888,1,1,0,1,18–29,Female
Canada,1.4146502459624615,1,1,1,1,30–49,Male
Canada,0.909223963942293,0,1,1,0,18–29,Male
Canada,0.48081312884960037,0,1,0,0,65+,Female
Canada,2.4325693241470625,0,1,1,0,50–64,Female
Canada,0.6098410494086289,1,1,0,0,65+,Male
Canada,2.0806151179835504,NA,1,0,1,30–49,Male
Canada,0.4073836282137946,0,1,0,0,30–49,Male
Canada,1.4368901609519484,0,1,1,1,30–49,Female
Canada,1.9636505007698357,1,1,1,0,65+,Male
Canada,0.2586257572653976,0,1,0,0,65+,Female
Canada,0.9760513262078011,0,1,1,0,30–49,Female
Canada,1.392134993673037,1,0,0,0,18–29,Female
Canada,0.4702852707450139,1,1,1,0,30–49,Male
Canada,0.7230152565832404,1,1,NA,1,18–29,Male
Canada,1.6049677452510656,0,1,1,0,50–64,Male
Canada,1.7057719428978069,0,1,0,0,30–49,Male
Canada,0.42527843899351603,0,0,0,1,65+,Male
Canada,0.5156238901923812,1,1,1,0,50–64,Female
Canada,0.8826080984810998,1,1,0,0,30–49,Female
Canada,2.1130312315362723,0,1,0,1,65+,Female
Canada,0.9337425091381815,1,1,1,0,50–64,Female
Canada,0.754298644753351,0,1,0,0,30–49,Male
Canada,0.42527843899351603,1,1,1,0,50–64,Male
Canada,0.9760513262078011,1,1,0,0,30–49,Female
Canada,1.9491978639518701,1,1,1,0,50–64,Female
Canada,0.8004634041274129,1,1,0,0,50–64,Male
Canada,1.5891480856987354,0,1,0,NA,30–49,Male
Canada,0.909223963942293,1,0,1,1,18–29,Male
Canada,1.4368901609519484,0,1,0,1,30–49,Female
Canada,1.7727215276977637,1,0,0,0,18–29,Male
Canada,1.6573563396581201,0,1,0,1,30–49,Male
Canada,0.5503197353032706,0,1,0,0,30–49,Female
Canada,0.7968125613164928,0,1,0,1,18–29,Male
Canada,2.0722178070830615,0,1,0,1,30–49,Male
Canada,0.6374735638850109,1,1,0,0,30–49,Male
Canada,0.7235815275070553,0,1,0,0,30–49,Female
Canada,2.4325693241470625,1,NA,1,1,18–29,Female
Canada,1.7014669595816359,0,1,0,0,30–49,Male
Canada,1.0022676856314432,1,1,0,0,65+,Female
Canada,1.9217217616110431,1,1,0,0,18–29,Male
Canada,1.7608228828936687,1,1,0,0,18–29,Male
Canada,2.3997040047591036,1,1,1,1,30–49,Male
Canada,0.6568839540078037,0,1,0,1,65+,Female
Canada,1.008059760482688,1,1,0,1,50–64,Male
Canada,2.4325693241470625,1,1,0,0,30–49,Female
Canada,0.3123751165904048,1,1,1,0,65+,Female
Canada,1.7682475787430205,1,1,1,1,18–29,Male
Canada,2.4325693241470625,0,1,0,0,18–29,Female
Canada,0.8689472567461631,0,0,0,0,30–49,Male
Canada,1.3835437160843649,1,1,1,0,65+,Male
Canada,2.22927646367533,0,1,0,1,18–29,Male
Canada,0.5395272240440304,0,1,0,1,50–64,Female
Canada,1.5374341214520413,1,1,0,0,30–49,Male
Canada,0.6479898814569132,0,1,0,1,65+,Female
Canada,0.5363362747067622,1,1,0,1,30–49,Male
Canada,1.9541296460455364,1,1,1,0,65+,Female
Canada,0.9384542259392771,0,0,0,1,30–49,Male
Canada,0.6270518569518914,1,1,0,0,30–49,Male
Canada,0.8829953906196538,1,1,0,1,65+,Male
Canada,0.6237550121610133,1,1,0,0,30–49,Female
Canada,1.440090025290001,0,1,0,1,65+,Female
Canada,2.2128443480909668,1,1,0,1,18–29,Male
Canada,1.065217729441532,1,1,1,0,30–49,Female
Canada,2.4325693241470625,0,1,0,0,30–49,Female
Canada,0.7796650042160337,1,1,0,0,18–29,Female
Canada,0.5538004413435949,1,1,1,0,65+,Male
Canada,1.225609047091878,1,1,0,1,65+,Female
Canada,0.2680396404326985,1,1,0,0,65+,Male
Canada,0.8829953906196538,1,1,0,0,50–64,Male
Canada,2.1595041699160777,0,1,0,0,50–64,Male
Canada,1.3800519640715967,1,1,0,0,65+,Male
Canada,2.4325693241470625,0,1,0,0,30–49,Female
Canada,0.2905688242320123,1,1,1,0,65+,Male
Canada,0.5607717700884175,0,0,1,1,30–49,Male
Canada,1.5374341214520413,1,1,1,0,30–49,Male
Canada,0.5997282226823019,1,1,0,0,30–49,Male
Canada,0.5395272240440304,1,1,0,0,50–64,Female
Canada,1.502354916083575,1,1,1,0,30–49,Female
Canada,1.418229537157504,1,1,0,0,30–49,Male
Canada,2.1714858451123993,1,1,0,0,30–49,Female
Canada,2.11837753823185,0,1,0,1,50–64,Female
Canada,1.9168717697018043,1,1,1,1,18–29,Male
Canada,0.5607717700884175,0,1,0,0,30–49,Male
Canada,1.9576592102766195,1,1,0,0,50–64,Male
Canada,1.4914622467731582,1,1,0,0,65+,Male
Canada,0.2586257572653976,1,1,1,1,65+,Male
Canada,0.34661245636265053,1,1,1,1,65+,Male
Canada,2.0722178070830615,0,1,0,1,30–49,Male
Canada,0.9812102262049156,0,1,0,1,30–49,Male
Canada,0.5736652590031155,1,1,1,0,65+,Male
Canada,2.4325693241470625,0,1,0,1,30–49,Female
Canada,1.2730499674418854,1,1,1,0,50–64,Male
Canada,0.516098878606357,0,1,0,1,50–64,Female
Canada,0.6096958062354362,0,1,0,NA,65+,Male
Canada,0.5205348843217884,1,1,1,0,50–64,Male
Canada,0.5642867191769192,1,1,0,0,50–64,Male
Canada,1.5851374346710032,0,1,0,0,30–49,Male
Canada,0.8243621614204917,0,1,1,0,50–64,Male
Canada,0.5551003080920238,0,0,1,0,50–64,Male
Canada,1.9869359910592128,1,1,1,0,30–49,Male
Canada,0.885653708684748,1,1,0,0,30–49,Female
Canada,1.6875021697943864,0,1,0,1,65+,Female
Canada,0.5700423545789364,1,1,0,0,18–29,Female
Canada,1.2341789185799366,1,0,1,0,65+,Male
Canada,1.4914622467731582,0,1,0,0,50–64,Male
Canada,0.3745941503543139,0,1,1,0,50–64,Male
Canada,2.4325693241470625,0,1,1,1,18–29,Female
Canada,0.5046409780020862,1,1,1,0,65+,Male
Canada,1.864797902781115,0,1,1,0,50–64,Male
Canada,1.7682475787430205,1,1,0,0,18–29,Male
Canada,0.4001307897394383,0,1,0,1,50–64,Male
Canada,2.4325693241470625,0,1,0,0,18–29,Female
Canada,1.2730499674418854,1,1,1,0,50–64,Male
Canada,0.7235815275070553,1,1,0,0,30–49,Female
Canada,0.42527843899351603,1,1,0,0,65+,Male
Canada,2.1714858451123993,1,1,1,0,30–49,Female
Canada,2.1130312315362723,0,1,0,1,65+,Female
Canada,0.5177980728398983,1,1,0,0,65+,Female
Canada,0.9812102262049156,1,1,0,0,30–49,Male
Canada,1.9168717697018043,1,1,1,0,18–29,Male
Canada,2.223650273126697,0,0,1,1,18–29,Male
Canada,0.8243621614204917,0,0,0,1,65+,Male
Canada,2.22927646367533,1,1,0,0,18–29,Male
Canada,0.793657121793346,1,0,0,1,50–64,Female
Canada,0.7274060033721426,1,1,0,0,30–49,Male
Canada,0.57843354225722865,0,1,1,0,30–49,Male
Canada,0.3211909023072814,0,1,0,0,30–49,Female
Canada,0.8103839282957479,1,1,1,1,30–49,Male
Canada,0.8470615607510178,0,0,0,0,30–49,Female
Canada,2.4325693241470625,1,1,1,0,18–29,Male
Canada,1.3749256048326126,1,1,1,0,30–49,Male
Canada,0.42527843899351603,1,1,1,0,65+,Male
Canada,0.6237550121610133,0,1,0,1,65+,Female
Canada,1.9576592102766195,0,1,0,1,50–64,Male
Canada,2.4325693241470625,0,1,0,0,18–29,Female
Canada,1.4914622467731582,0,1,0,0,50–64,Male
Canada,0.4702852707450139,1,1,1,0,30–49,Male
Canada,2.223650273126697,1,1,1,0,18–29,Male
Canada,0.6984683663030787,0,1,0,0,30–49,Male
Canada,2.2893921424259878,0,1,0,1,50–64,Female
Canada,1.7057719428978069,0,1,0,0,30–49,Male
Canada,0.651154193528377,1,1,1,0,50–64,Female
Canada,2.11837753823185,0,1,0,1,50–64,Female
Canada,1.9217217616110431,1,1,0,0,18–29,Male
Canada,2.4325693241470625,1,1,1,0,18–29,Female
Canada,0.6967055898215403,0,NA,0,1,30–49,Male
Canada,1.9576592102766195,0,1,0,0,50–64,Male
Canada,1.5891480856987354,1,1,1,1,30–49,Male
Canada,1.4146502459624615,0,1,0,0,65+,Male
Canada,0.793821384537172,0,1,0,0,50–64,Female
Canada,0.772668113224827,0,1,0,1,50–64,Female
Canada,0.57843354225722865,1,1,1,0,30–49,Male
Canada,0.553228439389457,1,1,1,1,30–49,Male
Canada,1.3564305252352835,1,1,0,0,30–49,Male
Canada,2.2893921424259878,0,1,0,0,50–64,Female
Canada,2.180912129695708,0,1,1,1,30–49,Male
Canada,0.3896319843244981,0,1,0,1,30–49,Male
Canada,1.2264675397163662,1,1,0,1,18–29,Male
Canada,2.4325693241470625,0,1,0,1,18–29,Female
Canada,1.600917168973816,1,1,1,1,50–64,Male
Canada,0.6511291009877835,1,1,1,0,30–49,Female
Canada,1.6379193430476162,0,1,0,1,30–49,Female
Canada,0.9812102262049156,0,1,0,0,65+,Male
Canada,0.9000483627823261,1,NA,1,1,65+,Female
Canada,1.7057719428978069,1,1,1,0,30–49,Male
Canada,1.2407986036786132,1,1,1,1,30–49,Female
Canada,0.47258180253020826,0,1,1,0,30–49,Male
Canada,0.7968125613164928,1,1,0,1,18–29,Male
Canada,2.4325693241470625,1,1,0,1,30–49,Female
Canada,1.9541296460455364,0,1,0,1,50–64,Female
Canada,1.2653945877293276,1,1,0,1,65+,Female
Canada,1.418229537157504,0,1,0,0,30–49,Male
Canada,0.6776731570697795,0,1,0,1,30–49,Male
Canada,1.38536985323569,1,1,0,0,18–29,Female
Canada,0.6479898814569132,1,1,1,1,50–64,Female
Canada,0.46818776552394825,0,1,0,1,18–29,Male
Canada,2.4325693241470625,NA,1,0,0,18–29,Female
Canada,0.772668113224827,0,1,0,1,50–64,Female
Canada,1.418229537157504,0,1,0,1,30–49,Male
Canada,1.615082573684625,0,1,0,0,18–29,Male
Canada,1.9839739494777897,1,1,1,0,65+,Female
Canada,1.9217217616110431,0,1,0,1,18–29,Male
Canada,0.7371438807796976,1,1,0,0,18–29,Female
Canada,0.5708149188306769,1,1,1,1,65+,Male
Canada,0.7624935276957173,1,1,1,1,50–64,Male
Canada,1.108336766405756,0,1,0,1,30–49,Female
Canada,2.11837753823185,0,1,0,1,50–64,Female
Canada,0.8507386021414519,NA,1,NA,1,30–49,Male
Canada,0.36660631566997964,1,1,0,0,50–64,Male
Canada,1.065217729441532,1,1,1,1,30–49,Female
Canada,0.4020847379790163,1,1,1,0,50–64,Male
Canada,1.466729737728217,1,1,0,1,30–49,Male
Canada,0.2902828187170712,1,1,1,1,30–49,Male
Canada,0.826447929428747,1,1,1,0,65+,Male
Canada,1.8424512519898468,1,1,0,0,18–29,Male
Canada,0.6945193764534116,0,1,0,1,30–49,Female
Canada,1.3800519640715967,1,1,0,0,65+,Male
Canada,0.9055950698863198,1,1,0,1,30–49,Female
Canada,1.5971683348178936,1,1,0,1,50–64,Male
Canada,2.099869133353104,1,1,0,0,30–49,Female
Canada,2.0716223346689895,1,1,0,0,30–49,Female
Canada,1.6216019584909216,0,1,0,1,18–29,Female
Canada,2.1595041699160777,1,1,0,1,65+,Male
Canada,0.7617226668462123,0,1,0,0,30–49,Male
Canada,0.2586257572653976,0,1,0,1,30–49,Male
Canada,0.4687826387383661,1,1,0,0,65+,Female
Canada,0.37034564218142213,1,1,NA,1,18–29,Female
Canada,1.113749078402511,0,1,0,1,30–49,Female
Canada,2.4325693241470625,1,1,1,1,18–29,Female
Canada,0.6270518569518914,1,1,1,0,30–49,Male
Canada,1.4914622467731582,1,1,NA,1,65+,Male
Canada,0.6270518569518914,0,0,0,0,30–49,Male
Canada,1.1674724429302221,1,1,NA,NA,65+,Female
Canada,0.7962548150371672,1,1,1,0,50–64,Female
Canada,0.5613198740746285,0,1,0,0,50–64,Female
Canada,1.6974826700900434,0,1,1,1,30–49,Male
Canada,2.4325693241470625,1,1,0,0,18–29,Male
Canada,0.57843354225722865,1,1,1,0,30–49,Male
Canada,0.4449995083624077,1,1,0,0,50–64,Male
Canada,0.2905688242320123,0,1,0,1,50–64,Male
Canada,2.4325693241470625,1,1,1,0,18–29,Female
Canada,1.981921413156567,1,1,1,0,30–49,Male
Canada,1.7803590066102812,0,1,0,1,50–64,Female
Canada,0.9182585134132671,0,1,0,0,30–49,Female
Canada,0.4448970158352401,1,1,1,1,65+,Female
Canada,0.553228439389457,1,1,1,NA,65+,Male
Canada,0.36660631566997964,0,1,0,0,50–64,Male
Canada,0.36660631566997964,0,1,0,1,50–64,Male
Canada,2.4325693241470625,0,1,0,0,18–29,Female
Canada,0.6571917211220117,1,1,1,0,65+,Male
Canada,0.6984683663030787,1,1,1,0,65+,Male
Canada,1.037601904088838,NA,0,0,1,30–49,Female
Canada,1.2762709873033817,1,1,1,0,50–64,Male
Canada,1.6931986070271845,1,1,0,1,30–49,Male
Canada,0.41218356249340193,1,1,1,0,65+,Male
Canada,0.2586257572653976,0,1,0,0,50–64,Male
Canada,0.5736652590031155,1,1,1,0,65+,Male
Canada,0.5135908737007998,1,1,1,0,65+,Female
Canada,1.3835437160843649,0,1,0,1,65+,Male
Canada,0.8183018935224329,0,1,0,0,30–49,Male
Canada,0.8829953906196538,1,1,1,0,50–64,Male
Canada,1.6049677452510656,0,1,0,1,50–64,Male
Canada,0.9337425091381815,1,1,0,0,50–64,Female
Canada,0.7230152565832404,0,1,0,1,18–29,Male
Canada,1.065217729441532,1,1,1,0,30–49,Female
Canada,1.7142562667040604,1,1,NA,0,18–29,Male
Canada,2.4325693241470625,0,0,1,1,18–29,Female
Canada,1.466729737728217,1,1,0,0,30–49,Male
Canada,0.30881875933166325,1,1,0,0,30–49,Male
Canada,0.7962548150371672,0,1,0,1,65+,Female
Canada,1.118165761141974,1,1,0,0,30–49,Female
Canada,1.9217217616110431,0,1,1,0,18–29,Male
Canada,1.5924386737172718,0,1,0,1,30–49,Female
Canada,1.5335539847959527,0,1,0,0,30–49,Male
Canada,1.102715596835193,0,NA,0,1,65+,Male
Canada,2.4325693241470625,0,1,0,1,18–29,Female
Canada,0.47972846936828367,1,1,1,1,50–64,Male
Canada,1.4368901609519484,0,1,0,1,30–49,Female
Canada,2.4325693241470625,1,1,0,0,18–29,Female
Canada,1.008059760482688,0,1,0,1,65+,Male
Canada,0.2586257572653976,0,1,1,0,65+,Male
Canada,0.27635219755393686,1,1,1,0,65+,Female
Canada,0.3724007616474223,1,1,1,0,65+,Male
Canada,2.223650273126697,1,1,0,0,18–29,Male
Canada,0.7819694515069363,0,1,0,0,50–64,Male
Canada,2.3203884066911926,1,1,0,0,18–29,Female
Canada,0.5413004037426022,0,1,0,0,50–64,Female
Canada,1.4952358846054428,0,1,0,NA,50–64,Male
Canada,0.6545958561509421,1,1,0,0,65+,Male
Canada,1.0908186381940097,1,1,0,0,50–64,Female
Canada,1.5971683348178936,0,1,0,1,65+,Male
Canada,0.7162321635685498,0,1,0,1,65+,Male
Canada,0.2905688242320123,1,1,0,0,65+,Male
Canada,0.7837859081890117,0,1,0,0,18–29,Male
Canada,2.4325693241470625,1,1,0,0,30–49,Female
Canada,0.5551003080920238,1,1,1,0,50–64,Male
Canada,0.9337425091381815,1,1,1,0,50–64,Female
Canada,2.4325693241470625,1,1,0,1,30–49,Female
Canada,1.889681452696206,0,1,0,1,50–64,Female
Canada,0.2586257572653976,1,1,1,0,65+,Male
Canada,0.57843354225722865,1,0,1,0,30–49,Male
Canada,2.4325693241470625,1,1,0,1,18–29,Female
Canada,0.4073836282137946,0,1,0,1,30–49,Male
Canada,1.3116947540277775,0,1,0,1,30–49,Male
Canada,1.7834869593874625,0,1,0,0,30–49,Male
Canada,0.5965750371124453,1,0,1,1,30–49,Female
Canada,1.7682475787430205,0,1,1,1,18–29,Male
